name,ra,dec,l,b,alphaKW,alphaKW0,AKHerschel,J_flux,J_flux_err,Jmag,H_flux,H_flux_err,Hmag,Ks_flux,Ks_flux_err,Ksmag,W1_flux,W1_flux_err,W1mag,W2_flux,W2_flux_err,W2mag,W3_flux,W3_flux_err,W3mag,W4_flux,W4_flux_err,W4mag,J_flag,H_flag,Ks_flag,W1_flag,W2_flag,W3_flag,W4_flag
star_345,83.65901666666664,-5.088100833333333,208.649391101771,-19.389048211539432,-0.79,-0.81,0.27,2.68465397268183,0.268465397268183,14.434,3.211441066509295,0.3211441066509295,13.759,2.9507366785416305,0.29507366785416306,13.385,2.265253333921509,0.22652533339215092,12.839,1.8993188553349873,0.18993188553349874,12.391,1.7454319136418772,0.17454319136418772,10.647,5.515210549515541,0.5515210549515541,7.952,1,1,1,1,1,1,1
star_346,83.65924999999999,-5.406577777777778,208.9505989840344,-19.533173631685084,0.46,0.45,0.491,12.861402123599262,1.2861402123599264,12.733,17.072611456522868,1.7072611456522868,11.945,12.99961394658689,1.2999613946586892,11.775,8.683939282915725,0.8683939282915726,11.38,5.402538614642863,0.5402538614642863,11.256,18.04275751120863,1.8042757511208631,8.111,238.32088161454055,23.832088161454056,3.863,1,1,1,1,1,1,1
star_347,83.66141249999998,-5.068245277777778,208.6317855795448,-19.37790705724328,0.0,0.0,0.273,0.8513111411454547,0.08513111411454548,15.681,0.934759648595069,0.0934759648595069,15.099,0.8644312429895984,0.08644312429895984,14.718,0.41563946607061447,0.04156394660706145,14.68,0.41590857993880836,0.04159085799388084,14.04,1.4305495740724687,0.14305495740724689,10.863,4.7332789167476665,0.4733278916747667,8.118,1,1,1,1,1,1,1
star_348,83.6616375,-4.660267500000001,208.24700815700973,-19.19205333425046,0.0,0.0,0.213,3.6617468536104165,0.3661746853610417,14.097,4.0541513392964195,0.40541513392964196,13.506,2.7588650351331054,0.27588650351331057,13.458,1.9440918438707406,0.19440918438707408,13.005,1.827249617673812,0.1827249617673812,12.433,3.9765176312366406,0.39765176312366407,9.753,16.246585363512338,1.6246585363512338,6.779,1,1,1,1,1,1,1
star_349,83.66221666666665,-5.964888333333334,209.48114925001607,-19.78235398616792,0.0,0.0,0.269,5.441120162812019,0.5441120162812019,13.667,6.1305573094201256,0.6130557309420126,13.057,5.796027736960273,0.5796027736960273,12.652,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_350,83.66297083333332,-5.567298055555555,209.10452726283825,-19.60251799304316,0.26,0.25,0.652,5.729125252256542,0.5729125252256542,13.611,6.884936778079432,0.6884936778079432,12.931,6.929955648117054,0.6929955648117054,12.458,6.153423110133041,0.6153423110133042,11.754,4.645130073702577,0.46451300737025775,11.42,10.762245940411027,1.0762245940411028,8.672,162.7654026073805,16.276540260738052,4.277,1,1,1,1,1,1,1
star_351,83.66302499999999,-4.035978888888889,207.66040718104637,-18.9051885032375,0.0,0.0,0.087,15.591515006908402,1.5591515006908403,12.524,19.728767585526573,1.9728767585526574,11.788,14.545560301574994,1.4545560301574996,11.653,7.619329905155993,0.7619329905155994,11.522,5.197540471072228,0.5197540471072228,11.298,1.8276915854535203,0.18276915854535203,10.597,2.792300131552201,0.2792300131552201,8.691,1,1,1,1,1,1,1
star_352,83.66339166666664,-6.360941944444444,209.85807237004028,-19.958996461177776,0.0,0.0,0.325,2.5567503087184162,0.2556750308718416,14.487,2.6637898308128047,0.2663789830812805,13.962,2.32236487934509,0.23223648793450902,13.645,1.4612239379273166,0.14612239379273168,13.315,1.201705031867877,0.12017050318678771,12.888,1.103323611645063,0.11033236116450632,11.145,2.4567564039354277,0.24567564039354278,8.83,1,1,1,1,1,1,1
star_353,83.66332083333332,-5.081374722222222,208.64510123642955,-19.382174677143595,-0.59,-0.64,0.269,0.3490505422827123,0.03490505422827123,16.649,0.9270431658480471,0.09270431658480471,15.108,1.3119897893475523,0.13119897893475524,14.265,1.4083700413884588,0.1408370041388459,13.355,1.5523794309075396,0.15523794309075398,12.61,0.8141471602342101,0.08141471602342101,11.475,5.52029258615906,0.552029258615906,7.951,1,1,1,1,1,1,1
star_354,83.66352499999998,-4.889749166666666,208.46429971442302,-19.294905530060245,0.0,0.0,0.737,0.33272720900334124,0.033272720900334125,16.701,1.2482453492990617,0.12482453492990618,14.785,2.0115482541185994,0.20115482541185994,13.801,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_355,83.66406666666664,-5.02963,208.5965915462397,-19.358013986691983,0.0,0.0,0.439,11.28465580308315,1.128465580308315,12.875,12.867671245581628,1.286767124558163,12.252,11.187433198965786,1.1187433198965786,11.938,7.296536818245326,0.7296536818245327,11.569,5.299048319852998,0.5299048319852998,11.277,0.7640168070067613,0.07640168070067614,11.544,4.458226169125533,0.4458226169125533,8.183,1,1,1,1,1,1,1
star_356,83.66608333333332,-5.5018505555555555,209.04403914409414,-19.570186464566035,0.0,0.0,2.098,21.942611660960083,2.1942611660960085,12.153,27.30863272469991,2.730863272469991,11.435,39.51213119046518,3.9512131190465185,10.568,55.50304094614799,5.550304094614799,9.366,48.15017608604239,4.81501760860424,8.881,58.600714650963845,5.860071465096385,6.832,341.0060599217025,34.10060599217025,3.474,1,1,1,1,1,1,1
star_357,83.666175,-6.420564166666667,209.91612034902502,-19.98320318125442,0.39,0.36,0.777,2.1383969044362066,0.21383969044362067,14.681,3.96917234381047,0.396917234381047,13.529,4.388645032219888,0.4388645032219889,12.954,8.171782110804875,0.8171782110804875,11.446,11.808585533642166,1.1808585533642166,10.407,54.840690250482744,5.484069025048274,6.904,98.7102147595541,9.871021475955411,4.82,1,1,1,1,1,1,1
star_358,83.66660416666664,-5.501214444444445,209.04368557857225,-19.56943651249838,0.0,0.0,2.098,20.40273163028056,2.040273163028056,12.232,26.491097840277543,2.6491097840277544,11.468,34.79609077324933,3.4796090773249335,10.706,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_359,83.66662916666665,-5.168627777777778,208.7291190811252,-19.41883284092021,-1.32,-1.37,0.385,371.61079127243363,37.16107912724336,9.081,301.09251314406436,30.109251314406436,8.829,210.82905160342588,21.08290516034259,8.75,105.36995104004782,10.536995104004783,8.67,60.785204157201115,6.078520415720112,8.628,31.010081838649587,3.101008183864959,7.523,123.47018440855553,12.347018440855553,4.577,1,1,1,1,1,1,1
star_360,83.666525,-4.846549722222222,208.42498630236298,-19.27258638346117,-0.06,-0.16,0.513,3.7195321512759136,0.3719532151275914,14.08,6.244532879347559,0.624453287934756,13.037,6.182020702784811,0.6182020702784812,12.582,4.453657119133139,0.44536571191331387,12.105,3.5825963548320905,0.35825963548320905,11.702,29.77850649068426,2.9778506490684262,7.567,29.346890849925742,2.9346890849925744,6.137,1,1,1,1,1,1,1
star_361,83.66697916666665,-5.6692727777777785,209.20304610222237,-19.644985983371782,-1.29,-1.33,1.188,178.52059146815094,17.852059146815094,9.877,234.80100780286165,23.480100780286165,9.099,237.2086135441804,23.72086135441804,8.622,155.28044903358338,15.528044903358339,8.249,112.35641658822564,11.235641658822566,7.961,60.85593121740156,6.085593121740157,6.791,144.3983054749168,14.439830547491681,4.407,1,1,1,1,1,1,1
star_362,83.66748333333332,-6.092282777777777,209.60461898700171,-19.834915417524858,0.0,0.0,0.175,0.5542278139207938,0.05542278139207938,16.147,0.6691137532411889,0.0669113753241189,15.462,0.6673143362614731,0.06673143362614731,14.999,0.590359801784638,0.0590359801784638,14.299,0.5625976058569293,0.05625976058569293,13.712,0.675931852247985,0.0675931852247985,11.677,3.138788818201673,0.3138788818201673,8.564,1,1,1,1,1,1,1
star_363,83.66774999999998,-5.752448333333334,209.28225105407014,-19.68180533614494,0.56,0.48,2.694,1.2147539419805058,0.12147539419805059,15.295,2.0114069973809707,0.2011406997380971,14.267,2.269501400736573,0.2269501400736573,13.67,3.1879887360471963,0.31879887360471965,12.468,3.758355693782935,0.37583556937829354,11.65,16.274322291879265,1.6274322291879266,8.223,87.08875795962295,8.708875795962296,4.956,1,1,1,1,1,1,1
star_364,83.72665416666665,-5.289211944444444,208.87181709482408,-19.420204602339226,0.0,0.0,0.646,10.521758199614412,1.0521758199614413,12.951,12.053133217593007,1.2053133217593008,12.323,10.193667302486967,1.0193667302486966,12.039,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_365,83.66864999999999,-4.960984166666667,208.5339844418373,-19.322752741032968,0.0,0.0,0.273,11.903873883498271,1.190387388349827,12.817,13.02266763558979,1.302266763558979,12.239,12.312052398419368,1.2312052398419369,11.834,9.109966464514327,0.9109966464514327,11.328,6.6834065458567435,0.6683406545856744,11.025,0.6993634191364053,0.06993634191364054,11.64,2.923897182474592,0.29238971824745924,8.641,1,1,1,1,1,1,1
star_366,83.66935416666665,-5.116291111111111,208.68097531202238,-19.392669054593224,0.0,0.0,0.288,7.022444524294447,0.7022444524294448,13.39,11.876814040987284,1.1876814040987285,12.339,15.80266942149823,1.580266942149823,11.563,10.832202700195761,1.083220270019576,11.14,11.906877339130752,1.1906877339130753,10.398,5.731956850038017,0.5731956850038017,9.356,19.950881852942207,1.9950881852942208,6.556,1,1,1,1,1,1,1
star_367,83.67007083333331,-5.444091666666667,208.9912701180966,-19.540534376716835,-0.6,-0.62,0.837,13.492372322677339,1.349237232267734,12.681,21.953307299568714,2.1953307299568716,11.672,23.438534570021652,2.343853457002165,11.135,17.35868324009458,1.7358683240094583,10.628,15.339029394200338,1.5339029394200339,10.123,21.315862611149473,2.1315862611149474,7.93,58.608701131621295,5.86087011316213,5.386,1,1,1,1,1,1,1
star_368,83.67013333333331,-5.469305833333333,209.01516473850072,-19.55187963253273,0.03,0.01,1.837,14.510698450897731,1.4510698450897732,12.602,17.406039175203823,1.7406039175203825,11.924,15.457186790119335,1.5457186790119337,11.587,11.187080888146587,1.1187080888146588,11.105,10.979887230323081,1.0979887230323082,10.486,12.5170766697193,1.25170766697193,8.508,121.32829561150565,12.132829561150565,4.596,1,1,1,1,1,1,1
star_369,83.67026666666665,-5.3784247222222215,208.92922691762314,-19.510654076896948,-0.63,-0.64,0.549,97.9238132665211,9.79238132665211,10.529,168.69412448622094,16.869412448622096,9.458,242.28719113001725,24.228719113001727,8.599,419.4853306991394,41.94853306991394,7.17,437.51996909158385,43.751996909158386,6.485,397.65176312366407,39.76517631236641,4.753,774.0376696956611,77.4037669695661,2.584,1,1,1,1,1,1,1
star_370,83.67012499999998,-5.528480277777778,209.07118157890332,-19.578630822862813,0.0,0.0,4.579,1594000.0,159400.0,0.0,0.4233503826402654,0.04233503826402654,15.959,666700.0,66670.0,0.0,5.075943487275186,0.5075943487275186,11.963,10.729954483369148,1.0729954483369148,10.511,1.5021140641132964,0.15021140641132966,10.81,364.7221142760199,36.47221142760199,3.401,1,1,1,1,1,1,1
star_371,83.67055833333332,-5.433338611111111,208.98132646125075,-19.535238521192472,-0.08,-0.14,0.667,8.5288075944798,0.8528807594479799,13.179,15.64227643635787,1.5642276436357871,12.04,15.077538813304425,1.5077538813304425,11.614,15.160613574730867,1.5160613574730868,10.775,13.873878270770486,1.3873878270770488,10.232,20.849848920133926,2.084984892013393,7.954,161.27316042672518,16.12731604267252,4.287,1,1,1,1,1,1,1
star_372,83.67157083333332,-5.769894722222222,209.30061152964805,-19.686273899554557,-0.58,-0.64,2.59,20.21567826235605,2.021567826235605,12.242,29.315678933730492,2.9315678933730496,11.358,31.155193657232772,3.1155193657232774,10.826,19.476762937768317,1.9476762937768317,10.503,17.774519927397236,1.7774519927397237,9.963,28.569517932763777,2.856951793276378,7.612,75.08654075318042,7.5086540753180415,5.117,1,1,1,1,1,1,1
star_373,83.67154999999998,-5.839255277777777,209.36637809338572,-19.717534555951648,0.0,0.0,1.602,0.700952061045106,0.0700952061045106,15.892,0.777499210390042,0.0777499210390042,15.299,0.721656379421007,0.07216563794210071,14.914,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_374,83.67211666666665,-5.7342772222222225,209.26710446692266,-19.669736571396854,0.29,-0.16,2.37,0.009063340933699742,0.0009063340933699743,20.613,0.30053839076042677,0.030053839076042678,16.331,2.002306029413661,0.20023060294136613,13.806,3.2652525572745623,0.3265252557274563,12.442,4.189844255246143,0.41898442552461435,11.532,11.855036962315266,1.1855036962315266,8.567,43.808874599294136,4.380887459929414,5.702,1,1,1,1,1,1,1
star_375,83.67261249999999,-4.653829166666667,208.24622342910467,-19.179382128569948,-0.54,-0.58,0.215,7.524684877741624,0.7524684877741624,13.315,10.459235860376054,1.0459235860376055,12.477,8.756498046563724,0.8756498046563724,12.204,7.06507502850187,0.706507502850187,11.604,6.2373179028955645,0.6237317902895565,11.1,12.609646520111461,1.2609646520111462,8.5,21.835447495918142,2.1835447495918143,6.458,1,1,1,1,1,1,1
star_376,83.67275833333332,-5.798924722222222,209.32870359535056,-19.698298059074922,0.0,0.0,1.985,53.36890805133697,5.336890805133698,11.188,65.02793405481368,6.502793405481369,10.493,61.02818514751798,6.102818514751799,10.096,43.7639767115331,4.37639767115331,9.624,26.31466706633299,2.631466706633299,9.537,0.6233083034017454,0.06233083034017454,11.765,15.994184326743095,1.5994184326743097,6.796,1,1,1,1,1,1,1
star_377,83.67378749999999,-5.448049722222223,208.99679145169932,-19.5390242577658,0.0,0.0,0.745,15.405944077168531,1.5405944077168532,12.537,22.238216635883443,2.2238216635883443,11.658,23.395398935364668,2.339539893536467,11.137,16.42543115415503,1.6425431154155032,10.688,22.04945602950573,2.204945602950573,9.729,25.959893854941974,2.5959893854941978,7.716,19.604785582520492,1.9604785582520492,6.575,1,1,1,1,1,1,1
star_378,83.67386249999998,-5.6135336111111105,209.15351706489528,-19.61372112761096,0.14,0.13,0.802,4.219765499587991,0.42197654995879913,13.943,4.8831487805622045,0.4883148780562205,13.304,4.574361208503126,0.45743612085031266,12.909,3.5507228768470633,0.35507228768470633,12.351,3.334247849116635,0.33342478491166355,11.78,9.451547306397371,0.9451547306397372,8.813,63.20655158409613,6.320655158409614,5.304,1,1,1,1,1,1,1
star_379,83.67387916666665,-5.893476388888889,209.41892298396658,-19.739871691265886,0.0,0.0,0.505,1.1936810985894992,0.11936810985894993,15.314,1.305870035414761,0.1305870035414761,14.736,1.1833969758908842,0.11833969758908842,14.377,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_380,83.67409999999998,-4.896174722222222,208.47544065104748,-19.288445500876684,-0.36,-0.43,0.628,18.97091669893943,1.897091669893943,12.311,27.663043307082233,2.7663043307082233,11.421,25.699842105576973,2.5699842105576973,11.035,18.548840990569005,1.8548840990569007,10.556,14.42108310841674,1.4421083108416741,10.19,42.063258440883885,4.206325844088389,7.192,91.02529535422272,9.102529535422272,4.908,1,1,1,1,1,1,1
star_381,83.67445416666665,-5.917388611111112,209.44188558655134,-19.750119623414392,0.0,0.0,0.378,1.499989838741639,0.1499989838741639,15.066,1.6485417740448807,0.16485417740448807,14.483,1.4747909201686316,0.14747909201686316,14.138,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_382,83.6743875,-4.9495394444444445,208.5259361627776,-19.312458637348918,0.0,0.0,0.331,3.26353531848857,0.326353531848857,14.222,3.7179192808458343,0.37179192808458345,13.6,3.161771315730046,0.31617713157300464,13.31,2.479229770512737,0.2479229770512737,12.741,1.3658338747775232,0.1365833874777523,12.749,0.4490584907376617,0.04490584907376617,12.121,4.26542290537285,0.426542290537285,8.231,1,1,1,1,1,1,1
star_383,83.67452083333332,-4.893963888888888,208.47355680612006,-19.287066396689617,0.0,0.0,0.677,21.090569989827134,2.1090569989827137,12.196,27.816338112912216,2.781633811291222,11.415,25.67618257353688,2.567618257353688,11.036,16.214993475386233,1.6214993475386235,10.702,12.723244695635211,1.2723244695635212,10.326,21.59249921021159,2.159249921021159,7.916,41.453585143466114,4.145358514346611,5.762,1,1,1,1,1,1,1
star_384,83.67487916666664,-5.7562388888888885,209.28923982423484,-19.67718163914684,0.0,0.0,3.203,3.404774213142528,0.3404774213142528,14.176,6.50279340548137,0.6502793405481371,12.993,5.882073610427516,0.5882073610427516,12.636,6.87253211975115,0.687253211975115,11.634,6.1687600802448035,0.6168760080244804,11.112,6.666577195568937,0.6666577195568938,9.192,68.03965405377923,6.803965405377923,5.224,1,1,1,1,1,1,1
star_385,83.67494999999998,-5.75016,209.28351054629107,-19.674379069535956,0.24,0.22,3.153,7.159592708288553,0.7159592708288554,13.369,8.308066357537404,0.8308066357537405,12.727,7.0134298127794175,0.7013429812779418,12.445,5.914482869520099,0.5914482869520099,11.797,5.83173632552437,0.583173632552437,11.173,17.294296976716847,1.7294296976716848,8.157,125.41864279306353,12.541864279306353,4.56,1,1,1,1,1,1,1
star_386,83.67482083333333,-5.358902499999999,208.9129358453691,-19.497775338381437,0.0,0.0,0.401,3.4937217780875414,0.3493721778087542,14.148,4.304274465142266,0.43042744651422665,13.441,3.900591366150681,0.3900591366150681,13.082,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_387,83.73613333333333,-5.247876388888889,208.83728021295076,-19.39306389629651,0.0,0.0,0.521,1.8369118552559798,0.183691185525598,14.846,3.1996314478654555,0.3199631447865456,13.763,3.4381946098197376,0.3438194609819738,13.219,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_388,83.67518333333331,-5.075464722222222,208.6452059496941,-19.36896352178955,0.0,0.0,0.266,4.639683086198164,0.4639683086198164,13.84,5.354266166409629,0.5354266166409629,13.204,5.354642184874351,0.5354642184874351,12.738,5.25190399120524,0.525190399120524,11.926,5.1262275423565145,0.5126227542356515,11.313,5.383973484720754,0.5383973484720754,9.424,3.0058139576299565,0.3005813957629957,8.611,1,1,1,1,1,1,1
star_389,83.6758,-5.550975833333333,209.09519114221442,-19.583753760376084,0.46,0.31,0.93,3.4712693771309358,0.3471269377130936,14.155,7.598011676569022,0.7598011676569022,12.824,11.61797546856948,1.161797546856948,11.897,8.902598310782617,0.8902598310782617,11.353,10.447151186967089,1.044715118696709,10.54,72.42740287087283,7.242740287087283,6.602,266.41710010460935,26.641710010460937,3.742,1,1,1,1,1,1,1
star_390,83.67648333333332,-4.4129852777777785,208.0213069621838,-19.06597075921151,0.0,0.0,0.09,1.3604679561519952,0.13604679561519953,15.172,1.4584782489326495,0.14584782489326495,14.616,1.37762322276024,0.137762322276024,14.212,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_391,83.67684583333332,-5.723749444444445,209.25937775039543,-19.660790326275563,-0.69,-0.73,1.557,7.441976890208779,0.7441976890208779,13.327,9.582966206295339,0.9582966206295339,12.572,8.127003656032075,0.8127003656032076,12.285,5.329871987011683,0.5329871987011683,11.91,4.619530934455247,0.4619530934455247,11.426,5.27112011044737,0.527112011044737,9.447,17.408529861194218,1.740852986119422,6.704,1,1,1,1,1,1,1
star_392,83.67700833333332,-5.379497777777777,208.93346447604628,-19.505154289820698,0.0,0.0,0.458,3.154193388362572,0.3154193388362572,14.259,3.7523207643938132,0.37523207643938133,13.59,3.4924520740582805,0.3492452074058281,13.202,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_393,83.67806666666665,-5.477096666666667,209.02632765247293,-19.548357515467472,0.0,0.0,1.835,33.985081602837745,3.398508160283775,11.678,48.87648398630413,4.887648398630414,10.803,44.620091355412605,4.462009135541261,10.436,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_394,83.67845416666665,-5.688873888888889,209.2270898705996,-19.643636012573833,0.0,0.0,2.79,1594000.0,159400.0,0.0,0.04474040969065345,0.004474040969065346,18.399,0.46166872516390145,0.04616687251639015,15.399,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_395,83.67976666666665,-5.744446666666667,209.28038822076888,-19.66752592822308,-0.28,-0.3,3.276,18.98839760795634,1.8988397607956342,12.31,23.009117221275172,2.3009117221275175,11.621,22.507665650711196,2.2507665650711197,11.179,18.429636874828375,1.8429636874828377,10.563,20.787290230761627,2.078729023076163,9.793,38.931659145507744,3.8931659145507744,7.276,114.59405743750057,11.459405743750057,4.658,1,1,1,1,1,1,1
star_396,83.67983333333332,-6.4540508333333335,209.95444930966272,-19.98604087723225,-0.93,-0.96,0.72,12.510893209610357,1.2510893209610359,12.763,14.544538870251646,1.4544538870251646,12.119,11.943468132922966,1.1943468132922967,11.867,8.339053848568474,0.8339053848568474,11.424,7.056638660454644,0.7056638660454645,10.966,7.654254750081008,0.7654254750081009,9.042,13.47603396122638,1.3476033961226381,6.982,1,1,1,1,1,1,1
star_397,83.68107916666665,-5.245159722222223,208.80837106007482,-19.44070444099765,0.0,0.0,0.293,2.111000407100295,0.21110004071002952,14.695,2.485993316025338,0.2485993316025338,14.037,2.0264246286790346,0.20264246286790347,13.793,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_398,83.68132083333332,-4.860099166666666,208.4448748852908,-19.265625146354356,0.09,0.05,0.802,11.881966321261077,1.1881966321261077,12.819,14.952023007352683,1.4952023007352684,12.089,12.95180971165095,1.2951809711650952,11.779,11.943092013310233,1.1943092013310233,11.034,6.915090682357984,0.6915090682357984,10.988,50.66440099834099,5.066440099834099,6.99,114.38316168458083,11.438316168458083,4.66,1,1,1,1,1,1,1
star_399,83.68147499999999,-5.969525555555555,209.49470254694484,-19.76733023548703,-0.78,-0.81,0.349,4.550805948139247,0.4550805948139247,13.861,5.903369357003309,0.590336935700331,13.098,6.599795140462249,0.659979514046225,12.511,8.270214585720892,0.8270214585720892,11.433,8.39842560865752,0.839842560865752,10.777,7.123655558524257,0.7123655558524258,9.12,13.650925508985242,1.3650925508985243,6.968,1,1,1,1,1,1,1
star_400,83.68150833333333,-4.805761944444444,208.3937171322535,-19.24072508432398,0.52,0.52,0.32,1.5866762352583315,0.15866762352583316,15.005,1.7664443363797424,0.17664443363797425,14.408,1.5343712596662498,0.15343712596662498,14.095,2.039467449575689,0.2039467449575689,12.953,1.272324469563521,0.1272324469563521,12.826,7.370601180563668,0.7370601180563668,9.083,53.74797379922232,5.374797379922232,5.48,1,1,1,1,1,1,1
star_401,83.68322916666665,-4.6606725,208.2577806335693,-19.173085756905042,0.0,0.0,0.229,4.827122464659645,0.48271224646596456,13.797,5.570574113246485,0.5570574113246485,13.161,4.829814545819953,0.48298145458199526,12.85,3.447599255516844,0.34475992555168444,12.383,2.971651523495626,0.2971651523495626,11.905,4.453514927929087,0.4453514927929087,9.63,5.52029258615906,0.552029258615906,7.951,1,1,1,1,1,1,1
star_402,83.68328749999998,-5.690815555555556,209.2312330025512,-19.640219060945352,2.95,2.12,4.223,1594000.0,159400.0,0.0,1024000.0,102400.0,0.0,0.05080780759839409,0.005080780759839409,17.795,1.1094731034585121,0.11094731034585122,13.614,11.245994834301714,1.1245994834301714,10.46,85.8821508351935,8.58821508351935,6.417,1068.469419457776,106.8469419457776,2.234,1,1,1,1,1,1,1
star_403,83.68372083333331,-3.9962472222222223,207.63311898870606,-18.86860705752089,0.0,0.0,0.087,0.09837580905181983,0.009837580905181983,18.024,0.16244260920099868,0.016244260920099868,16.999,0.22383626741577778,0.02238362674157778,16.185,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_404,83.68465833333332,-4.883541111111111,208.4685914980149,-19.273329932241335,0.0,0.0,0.586,0.6626562783562981,0.06626562783562982,15.953,0.8148918168546229,0.08148918168546229,15.248,0.7782702958973443,0.07782702958973443,14.832,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_405,83.6853625,-5.410677777777778,208.9669562889059,-19.51184447546716,0.0,0.0,0.43,6.1558540858169,0.6155854085816901,13.533,7.8108798368681995,0.78108798368682,12.794,7.183406695419582,0.7183406695419583,12.419,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_406,83.68626666666665,-4.782577777777778,208.37414295781895,-19.225946106805196,0.68,0.64,0.223,0.5096691151308649,0.050966911513086494,16.238,1.6379474213014198,0.163794742130142,14.49,2.915616874686021,0.2915616874686021,13.398,3.2562427842323993,0.32562427842323993,12.445,4.128553147294818,0.41285531472948184,11.548,21.27663348360971,2.1276633483609713,7.932,133.5248493924292,13.35248493924292,4.492,1,1,1,1,1,1,1
star_407,83.68642916666666,-5.561710833333333,209.11042820484013,-19.579163549203194,0.0,0.0,0.665,13.998719681574217,1.3998719681574219,12.641,24.541435181144454,2.4541435181144458,11.551,30.446014867934203,3.0446014867934204,10.851,35.084620096245345,3.5084620096245347,9.864,42.44219923100415,4.244219923100416,9.018,50.43161922061876,5.043161922061876,6.995,18.414591824644685,1.8414591824644686,6.643,1,1,1,1,1,1,1
star_408,83.68652916666665,-4.944683611111111,208.5271806584281,-19.299476981427244,0.0,0.0,0.577,4.944112190167427,0.49441121901674273,13.771,7.452465198457065,0.7452465198457066,12.845,7.942010467518503,0.7942010467518503,12.31,6.349167408336647,0.6349167408336647,11.72,6.839083082938523,0.6839083082938524,11.0,4.368204001785348,0.43682040017853485,9.651,20.81431375279563,2.0814313752795632,6.51,1,1,1,1,1,1,1
star_409,83.68656249999998,-4.901403611111111,208.4863579459298,-19.27976594942292,0.0,0.0,0.673,3.4141949612110647,0.3414194961211065,14.173,3.96917234381047,0.396917234381047,13.529,3.541036922027373,0.35410369220273735,13.187,3.2562427842323993,0.32562427842323993,12.445,2.0979632659109844,0.20979632659109845,12.283,13.864458507945752,1.3864458507945754,8.397,60.58457934107139,6.058457934107139,5.35,1,1,1,1,1,1,1
star_410,83.68667083333331,-5.377368888888888,208.93606874195424,-19.49561231263309,0.0,0.0,0.405,1.0263330565449287,0.10263330565449287,15.478,1.1670781993162203,0.11670781993162203,14.858,1.1187433198965788,0.11187433198965789,14.438,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_411,83.74815416666665,-5.400055833333334,208.9869035251546,-19.451288763691412,0.0,0.0,2.256,16.26628274515865,1.6266282745158653,12.478,21.493144408304893,2.1493144408304894,11.695,19.086682758904416,1.9086682758904416,11.358,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
